nom,category_id,categorie,prix_initial,prix_optimal,stock,date_expiration,jours_avant_expiration,supermarche,zone
Frites classiques Fries Day 2.5kg,6,Surgelés,27.49,17.181,116,2026-04-09,5,Carrefour,Sfax
Frites 6 allumettes Fries Day,6,Surgelés,28.99,28.12,76,2026-05-02,28,Carrefour,Sfax
Frites rissolées surgelées,6,Surgelés,10.29,6.431,97,2026-04-09,5,Carrefour,Sfax
Pizza surgelée 4 fromages,6,Surgelés,7.99,7.99,137,2026-05-30,56,Carrefour,Sfax
Pizza surgelée thon,6,Surgelés,6.99,6.99,78,2026-05-07,33,Carrefour,Sfax
Pizza surgelée jambon fromage,6,Surgelés,8.49,8.49,81,2026-05-24,50,Carrefour,Sfax
Pizza surgelée pepperoni,6,Surgelés,9.2,9.2,131,2026-05-15,41,Carrefour,Sfax
Lasagnes surgelées bolognaise,6,Surgelés,12.5,11.0,38,2026-04-26,22,Carrefour,Sfax
Lasagnes poulet surgelées,6,Surgelés,11.9,6.902,142,2026-04-06,2,Carrefour,Sfax
Gratin dauphinois surgelé,6,Surgelés,6.8,6.8,66,2026-05-13,39,Carrefour,Sfax
Gratin de légumes surgelé,6,Surgelés,7.2,5.364,52,2026-04-17,13,Carrefour,Sfax
Frites coupe fine,6,Surgelés,7.2,7.2,103,2026-05-28,54,Carrefour,Sfax
Frites coupe épaisse,6,Surgelés,7.5,5.812,154,2026-04-19,15,Carrefour,Sfax
Frites ondulées,6,Surgelés,7.9,7.071,33,2026-04-27,23,Carrefour,Sfax
Frites steakhouse,6,Surgelés,8.4,8.4,166,2026-05-28,54,Carrefour,Sfax
Frites bio surgelées,6,Surgelés,9.2,9.062,167,2026-05-03,29,Carrefour,Sfax
Pommes noisettes,6,Surgelés,8.1,6.642,43,2026-04-22,18,Carrefour,Sfax
Pommes duchesse,6,Surgelés,8.9,6.23,82,2026-04-14,10,Carrefour,Sfax
Pommes rissolées,6,Surgelés,7.8,7.8,124,2026-05-31,57,Carrefour,Sfax
Croquettes de pommes de terre,6,Surgelés,6.6,6.204,155,2026-04-30,26,Carrefour,Sfax
Purée surgelée,6,Surgelés,5.9,5.812,81,2026-05-03,29,Carrefour,Sfax
Pain burger surgelé,6,Surgelés,4.5,2.61,36,2026-04-06,2,Carrefour,Sfax
Pain hot dog surgelé,6,Surgelés,4.2,4.2,25,2026-06-01,58,Carrefour,Sfax
Pain pita surgelé,6,Surgelés,3.9,3.783,88,2026-05-02,28,Carrefour,Sfax
Mini pizzas surgelées,6,Surgelés,6.7,6.7,81,2026-05-15,41,Carrefour,Sfax
Mini feuilletés surgelés,6,Surgelés,6.9,6.486,101,2026-04-30,26,Carrefour,Sfax
Tarte aux pommes surgelée,6,Surgelés,8.8,8.8,90,2026-06-02,59,Carrefour,Sfax
Tarte au chocolat surgelée,6,Surgelés,9.2,6.44,150,2026-04-14,10,Carrefour,Sfax
Brownies surgelés,6,Surgelés,7.5,6.938,117,2026-04-29,25,Carrefour,Sfax
Cookies surgelés,6,Surgelés,6.8,5.372,54,2026-04-20,16,Carrefour,Sfax
Pâte à pizza surgelée,6,Surgelés,3.5,3.5,21,2026-06-03,60,Carrefour,Sfax
Pâte à pain surgelée,6,Surgelés,3.8,2.66,43,2026-04-14,10,Carrefour,Sfax
Pâte sablée surgelée,6,Surgelés,4.2,3.948,41,2026-04-30,26,Carrefour,Sfax
Croissant surgelé,6,Surgelés,4.9,4.68,58,2026-05-01,27,Carrefour,Sfax
Pain au chocolat surgelé,6,Surgelés,5.2,5.2,176,2026-05-21,47,Carrefour,Sfax
Baguette surgelée,6,Surgelés,2.9,2.77,39,2026-05-01,27,Carrefour,Sfax
Sandwich panini surgelé,6,Surgelés,6.8,6.8,60,2026-05-28,54,Carrefour,Sfax
Wrap poulet surgelé,6,Surgelés,7.2,7.2,167,2026-05-18,44,Carrefour,Sfax
Burrito surgelé,6,Surgelés,7.9,6.715,166,2026-04-24,20,Carrefour,Sfax
Tacos surgelés,6,Surgelés,8.4,4.872,130,2026-04-06,2,Carrefour,Sfax
Nachos fromage surgelés,6,Surgelés,6.5,6.5,177,2026-05-27,53,Carrefour,Sfax
Soupe surgelée légumes,6,Surgelés,4.8,4.224,53,2026-04-26,22,Carrefour,Sfax
Soupe poulet surgelée,6,Surgelés,5.2,3.328,86,2026-04-10,6,Carrefour,Sfax
Velouté potiron surgelé,6,Surgelés,5.6,3.92,46,2026-04-14,10,Carrefour,Sfax
Glace vanille premium,6,Surgelés,11.9,11.9,92,2026-05-07,33,Carrefour,Sfax
Glace chocolat premium,6,Surgelés,11.9,11.9,115,2026-05-22,48,Carrefour,Sfax
Glace fraise premium,6,Surgelés,11.9,11.9,89,2026-05-15,41,Carrefour,Sfax
Glace pistache premium,6,Surgelés,12.5,12.5,119,2026-06-02,59,Carrefour,Sfax
Glace caramel beurre salé,6,Surgelés,12.8,12.608,21,2026-05-03,29,Carrefour,Sfax
Glace cookies cream,6,Surgelés,12.7,10.604,84,2026-04-23,19,Carrefour,Sfax
Glace mangue sorbet,6,Surgelés,10.9,10.083,173,2026-04-29,25,Carrefour,Sfax
Glace citron sorbet,6,Surgelés,10.5,10.5,29,2026-05-27,53,Carrefour,Sfax
Glace fruits rouges sorbet,6,Surgelés,10.9,10.9,98,2026-06-02,59,Carrefour,Sfax
Mix fruits surgelés,6,Surgelés,8.9,8.9,169,2026-05-25,51,Carrefour,Sfax
Fraises surgelées,6,Surgelés,7.8,6.747,67,2026-04-25,21,Carrefour,Sfax
Framboises surgelées,6,Surgelés,9.2,9.2,142,2026-05-30,56,Carrefour,Sfax
Myrtilles surgelées,6,Surgelés,10.5,10.5,41,2026-05-10,36,Carrefour,Sfax
Mangue en cubes surgelée,6,Surgelés,8.7,8.7,117,2026-05-04,30,Carrefour,Sfax
Ananas surgelé,6,Surgelés,7.9,7.9,44,2026-05-19,45,Carrefour,Sfax
Banane en rondelles surgelée,6,Surgelés,6.8,3.842,47,2026-04-05,1,Carrefour,Sfax
Smoothie mix surgelé,6,Surgelés,9.9,9.9,132,2026-05-19,45,Carrefour,Sfax
Poulet entier surgelé,6,Surgelés,18.9,12.38,87,2026-04-11,7,Carrefour,Sfax
Cuisses de poulet surgelées,6,Surgelés,14.5,9.933,68,2026-04-13,9,Carrefour,Sfax
Blanc de poulet surgelé,6,Surgelés,16.9,9.549,102,2026-04-05,1,Carrefour,Sfax
Ailes de poulet surgelées,6,Surgelés,12.8,12.8,157,2026-05-10,36,Carrefour,Sfax
Escalope de poulet nature,6,Surgelés,17.9,17.9,92,2026-05-19,45,Carrefour,Sfax
Escalope de dinde nature,6,Surgelés,16.8,16.8,65,2026-05-16,42,Carrefour,Sfax
Steak haché pur bœuf surgelé,6,Surgelés,19.5,19.5,179,2026-05-06,32,Carrefour,Sfax
Boulettes de viande surgelées,6,Surgelés,14.2,14.2,25,2026-05-22,48,Carrefour,Sfax
Saucisses de dinde surgelées,6,Surgelés,13.7,9.59,164,2026-04-14,10,Carrefour,Sfax
Saucisses de poulet surgelées,6,Surgelés,13.2,12.606,133,2026-05-01,27,Carrefour,Sfax
Saucisses merguez surgelées,6,Surgelés,15.8,15.8,73,2026-05-24,50,Carrefour,Sfax
Kebab viande surgelé,6,Surgelés,18.9,17.482,104,2026-04-29,25,Carrefour,Sfax
Brochettes de poulet surgelées,6,Surgelés,17.2,17.2,175,2026-05-21,47,Carrefour,Sfax
Brochettes de viande surgelées,6,Surgelés,19.8,12.078,34,2026-04-08,4,Carrefour,Sfax
Galettes de pommes de terre,6,Surgelés,6.9,6.9,112,2026-06-02,59,Carrefour,Sfax
Galettes de légumes,6,Surgelés,7.5,7.163,92,2026-05-01,27,Carrefour,Sfax
Beignets de crevettes,6,Surgelés,12.9,10.771,173,2026-04-23,19,Carrefour,Sfax
Beignets de poisson,6,Surgelés,11.8,9.499,111,2026-04-21,17,Carrefour,Sfax
Tempura crevettes,6,Surgelés,13.5,13.5,62,2026-05-31,57,Carrefour,Sfax
Tempura légumes,6,Surgelés,9.8,9.8,60,2026-05-16,42,Carrefour,Sfax
Mix fruits de mer surgelé,6,Surgelés,21.5,21.5,58,2026-05-23,49,Carrefour,Sfax
Filet de merlu surgelé,6,Surgelés,18.7,18.7,170,2026-05-21,47,Carrefour,Sfax
Filet de tilapia surgelé,6,Surgelés,16.9,16.9,66,2026-05-07,33,Carrefour,Sfax
Filet de dorade surgelé,6,Surgelés,22.5,14.062,129,2026-04-09,5,Carrefour,Sfax
Filet de loup de mer surgelé,6,Surgelés,23.8,23.8,62,2026-05-22,48,Carrefour,Sfax
Raviolis surgelés fromage,6,Surgelés,7.9,7.9,53,2026-05-14,40,Carrefour,Sfax
Raviolis surgelés viande,6,Surgelés,8.4,8.4,80,2026-05-24,50,Carrefour,Sfax
Tortellini surgelés,6,Surgelés,8.9,8.9,81,2026-06-01,58,Carrefour,Sfax
Gnocchi surgelés,6,Surgelés,7.2,5.148,180,2026-04-15,11,Carrefour,Sfax
Quiche lorraine surgelée,6,Surgelés,9.9,8.118,35,2026-04-22,18,Carrefour,Sfax
Quiche légumes surgelée,6,Surgelés,9.5,9.5,113,2026-05-22,48,Carrefour,Sfax
Flammekueche surgelée,6,Surgelés,10.8,8.856,157,2026-04-22,18,Carrefour,Sfax
Croquettes de fromage,6,Surgelés,7.8,6.513,57,2026-04-23,19,Carrefour,Sfax
Bâtonnets mozzarella,6,Surgelés,8.6,6.407,82,2026-04-17,13,Carrefour,Sfax
Fromage pané surgelé,6,Surgelés,8.9,6.23,150,2026-04-14,10,Carrefour,Sfax
Soufflé fromage surgelé,6,Surgelés,9.6,5.424,121,2026-04-05,1,Carrefour,Sfax
Soufflé chocolat surgelé,6,Surgelés,9.9,9.455,139,2026-05-01,27,Carrefour,Sfax
Fondant chocolat surgelé,6,Surgelés,10.2,10.2,27,2026-05-25,51,Carrefour,Sfax
Gâteau chocolat surgelé,6,Surgelés,11.5,7.36,92,2026-04-10,6,Carrefour,Sfax
Gâteau fraise surgelé,6,Surgelés,11.2,10.36,126,2026-04-29,25,Carrefour,Sfax
Gâteau vanille surgelé,6,Surgelés,10.9,10.9,58,2026-05-23,49,Carrefour,Sfax
Cheesecake surgelé,6,Surgelés,12.8,12.8,47,2026-05-07,33,Carrefour,Sfax
Cheesecake fruits rouges,6,Surgelés,13.2,9.042,56,2026-04-13,9,Carrefour,Sfax
Cheesecake chocolat,6,Surgelés,13.5,13.5,101,2026-05-30,56,Carrefour,Sfax
Céleri vert,2,Fruits et Légumes,0.5,0.5,216,2026-04-09,5,Carrefour,Sfax
Menthe,2,Fruits et Légumes,0.75,0.75,31,2026-04-09,5,Carrefour,Sfax
Radis local,2,Fruits et Légumes,1.75,0.854,87,2026-04-07,3,Carrefour,Sfax
Chou-fleur,2,Fruits et Légumes,2.5,1.78,152,2026-04-08,4,Carrefour,Sfax
Carotte,2,Fruits et Légumes,2.75,1.958,197,2026-04-08,4,Carrefour,Sfax
Laurier,2,Fruits et Légumes,2.75,1.958,143,2026-04-08,4,Carrefour,Sfax
Tomate cerise ronde,2,Fruits et Légumes,3.45,3.45,136,2026-04-09,5,Carrefour,Sfax
Chou rave,2,Fruits et Légumes,3.75,2.67,108,2026-04-08,4,Carrefour,Sfax
Piment meski,2,Fruits et Légumes,4.28,1.404,47,2026-04-06,2,Carrefour,Sfax
Basilic frais,2,Fruits et Légumes,4.98,4.98,92,2026-04-10,6,Carrefour,Sfax
Concombre,2,Fruits et Légumes,5.6,1.837,168,2026-04-06,2,Carrefour,Sfax
Patate douce,2,Fruits et Légumes,6.25,6.25,214,2026-04-09,5,Carrefour,Sfax
Pomme de terre grenaille,2,Fruits et Légumes,6.5,6.5,33,2026-04-10,6,Carrefour,Sfax
Petit pois,2,Fruits et Légumes,6.87,6.87,164,2026-04-09,5,Carrefour,Sfax
Épinard,2,Fruits et Légumes,7.8,7.8,136,2026-04-10,6,Carrefour,Sfax
Brocoli,2,Fruits et Légumes,9.98,7.106,117,2026-04-08,4,Carrefour,Sfax
Tomate fraîche,2,Fruits et Légumes,2.9,2.9,249,2026-04-11,7,Carrefour,Sfax
Tomate locale,2,Fruits et Légumes,2.7,2.7,158,2026-04-11,7,Carrefour,Sfax
Pomme de terre,2,Fruits et Légumes,1.95,1.95,32,2026-04-10,6,Carrefour,Sfax
Oignon blanc,2,Fruits et Légumes,2.3,0.754,195,2026-04-06,2,Carrefour,Sfax
Ail sec,2,Fruits et Légumes,12.5,2.9,150,2026-04-05,1,Carrefour,Sfax
Poivron vert,2,Fruits et Légumes,3.8,3.8,131,2026-04-10,6,Carrefour,Sfax
Poivron rouge,2,Fruits et Légumes,5.2,5.2,114,2026-04-09,5,Carrefour,Sfax
Poivron jaune,2,Fruits et Légumes,5.6,1.299,162,2026-04-05,1,Carrefour,Sfax
Courgette,2,Fruits et Légumes,3.1,2.207,231,2026-04-08,4,Carrefour,Sfax
Aubergine,2,Fruits et Légumes,2.9,0.951,50,2026-04-06,2,Carrefour,Sfax
Navet,2,Fruits et Légumes,1.8,0.878,228,2026-04-07,3,Carrefour,Sfax
Fenouil,2,Fruits et Légumes,2.2,2.2,138,2026-04-11,7,Carrefour,Sfax
Persil,2,Fruits et Légumes,0.6,0.293,113,2026-04-07,3,Carrefour,Sfax
Coriandre,2,Fruits et Légumes,0.6,0.427,64,2026-04-08,4,Carrefour,Sfax
Laitue,2,Fruits et Légumes,1.2,0.278,98,2026-04-05,1,Carrefour,Sfax
Salade iceberg,2,Fruits et Légumes,1.8,1.282,225,2026-04-08,4,Carrefour,Sfax
Avocat,2,Fruits et Légumes,7.5,3.66,217,2026-04-07,3,Carrefour,Sfax
Avocat hass,2,Fruits et Légumes,8.2,2.69,85,2026-04-06,2,Carrefour,Sfax
Citron vert,2,Fruits et Légumes,4.2,0.974,52,2026-04-05,1,Carrefour,Sfax
Citron bio,2,Fruits et Légumes,5.5,5.5,50,2026-04-09,5,Carrefour,Sfax
Orange maltaise,2,Fruits et Légumes,3.9,1.279,92,2026-04-06,2,Carrefour,Sfax
Orange sanguine,2,Fruits et Légumes,4.1,0.951,81,2026-04-05,1,Carrefour,Sfax
Clémentine,2,Fruits et Légumes,3.6,3.6,84,2026-04-10,6,Carrefour,Sfax
Clémentine feuille,2,Fruits et Légumes,4.0,4.0,61,2026-04-11,7,Carrefour,Sfax
Pomme golden,2,Fruits et Légumes,5.7,5.7,125,2026-04-09,5,Carrefour,Sfax
Pomme gala,2,Fruits et Légumes,6.0,6.0,65,2026-04-10,6,Carrefour,Sfax
Pomme fuji,2,Fruits et Légumes,6.4,2.099,206,2026-04-06,2,Carrefour,Sfax
Pomme pink lady,2,Fruits et Légumes,6.8,6.8,87,2026-04-11,7,Carrefour,Sfax
Poire conférence,2,Fruits et Légumes,6.5,1.508,109,2026-04-05,1,Carrefour,Sfax
Poire williams,2,Fruits et Légumes,6.9,6.9,142,2026-04-09,5,Carrefour,Sfax
Raisin muscat,2,Fruits et Légumes,8.2,1.902,90,2026-04-05,1,Carrefour,Sfax
Raisin sans pépins,2,Fruits et Légumes,8.5,4.148,35,2026-04-07,3,Carrefour,Sfax
Banane importée,2,Fruits et Légumes,4.8,2.342,138,2026-04-07,3,Carrefour,Sfax
Banane locale,2,Fruits et Légumes,4.3,4.3,68,2026-04-10,6,Carrefour,Sfax
Ananas extra doux,2,Fruits et Légumes,8.2,8.2,198,2026-04-10,6,Carrefour,Sfax
Mangue importée,2,Fruits et Légumes,10.2,3.346,34,2026-04-06,2,Carrefour,Sfax
Mangue locale,2,Fruits et Légumes,9.0,2.088,116,2026-04-05,1,Carrefour,Sfax
Papaye importée,2,Fruits et Légumes,9.5,9.5,105,2026-04-11,7,Carrefour,Sfax
Fraise locale,2,Fruits et Légumes,6.9,3.367,237,2026-04-07,3,Carrefour,Sfax
Fraise premium,2,Fruits et Légumes,7.8,1.81,187,2026-04-05,1,Carrefour,Sfax
Framboise fraîche,2,Fruits et Légumes,12.5,12.5,156,2026-04-10,6,Carrefour,Sfax
Myrtille fraîche,2,Fruits et Légumes,13.2,13.2,230,2026-04-09,5,Carrefour,Sfax
Pastèque sans pépins,2,Fruits et Légumes,4.9,4.9,194,2026-04-11,7,Carrefour,Sfax
Melon jaune,2,Fruits et Légumes,5.5,5.5,170,2026-04-10,6,Carrefour,Sfax
Melon vert,2,Fruits et Légumes,5.2,5.2,145,2026-04-11,7,Carrefour,Sfax
Kiwi importé,2,Fruits et Légumes,8.9,8.9,141,2026-04-11,7,Carrefour,Sfax
Grenade douce,2,Fruits et Légumes,6.9,1.601,74,2026-04-05,1,Carrefour,Sfax
Dattes branchées,2,Fruits et Légumes,11.2,11.2,133,2026-04-09,5,Carrefour,Sfax
Dattes premium,2,Fruits et Légumes,13.5,13.5,223,2026-04-09,5,Carrefour,Sfax
Figue de barbarie,2,Fruits et Légumes,3.5,2.492,163,2026-04-08,4,Carrefour,Sfax
Figue noire,2,Fruits et Légumes,7.9,7.9,47,2026-04-10,6,Carrefour,Sfax
Abricot sec,2,Fruits et Légumes,15.5,15.5,179,2026-04-10,6,Carrefour,Sfax
Prune rouge,2,Fruits et Légumes,6.4,6.4,62,2026-04-10,6,Carrefour,Sfax
Prune jaune,2,Fruits et Légumes,6.3,6.3,238,2026-04-10,6,Carrefour,Sfax
Pêche blanche,2,Fruits et Légumes,6.8,2.23,189,2026-04-06,2,Carrefour,Sfax
Pêche jaune,2,Fruits et Légumes,6.7,2.198,235,2026-04-06,2,Carrefour,Sfax
Nectarine blanche,2,Fruits et Légumes,7.1,7.1,167,2026-04-11,7,Carrefour,Sfax
Nectarine jaune,2,Fruits et Légumes,7.0,4.984,144,2026-04-08,4,Carrefour,Sfax
Tomate allongée,2,Fruits et Légumes,3.2,0.742,191,2026-04-05,1,Carrefour,Sfax
Tomate bio,2,Fruits et Légumes,4.8,2.342,57,2026-04-07,3,Carrefour,Sfax
Tomate cocktail,2,Fruits et Légumes,4.2,4.2,235,2026-04-11,7,Carrefour,Sfax
Tomate grappes,2,Fruits et Légumes,3.5,3.5,76,2026-04-10,6,Carrefour,Sfax
Pomme de terre nouvelle,2,Fruits et Légumes,2.5,1.22,156,2026-04-07,3,Carrefour,Sfax
Pomme de terre rouge,2,Fruits et Légumes,2.7,2.7,147,2026-04-11,7,Carrefour,Sfax
Oignon jaune,2,Fruits et Légumes,2.4,1.709,155,2026-04-08,4,Carrefour,Sfax
Oignon doux,2,Fruits et Légumes,2.9,1.415,181,2026-04-07,3,Carrefour,Sfax
Ail frais,2,Fruits et Légumes,9.8,9.8,166,2026-04-11,7,Carrefour,Sfax
Ail bio,2,Fruits et Légumes,14.2,14.2,62,2026-04-10,6,Carrefour,Sfax
Courgette bio,2,Fruits et Légumes,3.8,1.854,48,2026-04-07,3,Carrefour,Sfax
Aubergine longue,2,Fruits et Légumes,3.2,3.2,103,2026-04-11,7,Carrefour,Sfax
Aubergine ronde,2,Fruits et Légumes,3.4,3.4,222,2026-04-09,5,Carrefour,Sfax
Poivron bio,2,Fruits et Légumes,6.2,2.034,207,2026-04-06,2,Carrefour,Sfax
Poivron long vert,2,Fruits et Légumes,3.6,3.6,170,2026-04-10,6,Carrefour,Sfax
Piment fort,2,Fruits et Légumes,4.9,1.607,158,2026-04-06,2,Carrefour,Sfax
Piment doux,2,Fruits et Légumes,4.3,4.3,122,2026-04-11,7,Carrefour,Sfax
Navet violet,2,Fruits et Légumes,2.2,0.51,234,2026-04-05,1,Carrefour,Sfax
Navet blanc,2,Fruits et Légumes,2.0,2.0,93,2026-04-09,5,Carrefour,Sfax
Betterave rouge,2,Fruits et Légumes,2.7,2.7,186,2026-04-11,7,Carrefour,Sfax
Fenouil frais,2,Fruits et Légumes,2.5,0.82,157,2026-04-06,2,Carrefour,Sfax
Persil frais,2,Fruits et Légumes,0.7,0.7,46,2026-04-11,7,Carrefour,Sfax
Coriandre fraîche,2,Fruits et Légumes,0.7,0.7,42,2026-04-09,5,Carrefour,Sfax
Aneth,2,Fruits et Légumes,1.2,0.278,55,2026-04-05,1,Carrefour,Sfax
Thym frais,2,Fruits et Légumes,1.5,1.5,224,2026-04-11,7,Carrefour,Sfax
Romarin,2,Fruits et Légumes,1.4,0.325,87,2026-04-05,1,Carrefour,Sfax
Laitue feuille,2,Fruits et Légumes,1.3,1.3,132,2026-04-09,5,Carrefour,Sfax
Salade mixte,2,Fruits et Légumes,3.2,0.742,222,2026-04-05,1,Carrefour,Sfax
Roquette bio,2,Fruits et Légumes,3.5,0.812,91,2026-04-05,1,Carrefour,Sfax
Champignon brun,2,Fruits et Légumes,8.2,1.902,200,2026-04-05,1,Carrefour,Sfax
Champignon blanc,2,Fruits et Légumes,7.9,7.9,160,2026-04-11,7,Carrefour,Sfax
Haricot vert extra fin,2,Fruits et Légumes,6.5,6.5,58,2026-04-09,5,Carrefour,Sfax
Haricot vert large,2,Fruits et Légumes,6.2,2.034,189,2026-04-06,2,Carrefour,Sfax
Pois frais,2,Fruits et Légumes,6.3,1.462,153,2026-04-05,1,Carrefour,Sfax
Fève fraîche,2,Fruits et Légumes,5.9,4.201,83,2026-04-08,4,Carrefour,Sfax
Maïs doux,2,Fruits et Légumes,4.6,1.067,102,2026-04-05,1,Carrefour,Sfax
Dattes deglet nour,2,Fruits et Légumes,12.5,2.9,122,2026-04-05,1,Carrefour,Sfax
Figue fraîche,2,Fruits et Légumes,7.2,1.67,115,2026-04-05,1,Carrefour,Sfax
Figue sèche,2,Fruits et Légumes,14.5,7.076,137,2026-04-07,3,Carrefour,Sfax
Tomate bio,2,Fruits et Légumes,5.9,1.369,147,2026-04-05,1,Carrefour,Sfax
Poivron rouge,2,Fruits et Légumes,6.2,6.2,228,2026-04-10,6,Carrefour,Sfax
Poivron vert,2,Fruits et Légumes,5.4,2.635,186,2026-04-07,3,Carrefour,Sfax
Poivron jaune,2,Fruits et Légumes,6.8,2.23,176,2026-04-06,2,Carrefour,Sfax
Piment fort,2,Fruits et Légumes,4.5,4.5,198,2026-04-09,5,Carrefour,Sfax
Piment doux,2,Fruits et Légumes,4.9,2.391,44,2026-04-07,3,Carrefour,Sfax
Courgette locale,2,Fruits et Légumes,3.6,3.6,168,2026-04-09,5,Carrefour,Sfax
Courgette bio,2,Fruits et Légumes,5.2,5.2,203,2026-04-10,6,Carrefour,Sfax
Aubergine noire,2,Fruits et Légumes,3.8,1.246,86,2026-04-06,2,Carrefour,Sfax
Aubergine violette,2,Fruits et Légumes,4.1,1.345,208,2026-04-06,2,Carrefour,Sfax
Navet blanc,2,Fruits et Légumes,2.6,2.6,165,2026-04-10,6,Carrefour,Sfax
Navet violet,2,Fruits et Légumes,2.9,2.065,35,2026-04-08,4,Carrefour,Sfax
Betterave rouge,2,Fruits et Légumes,2.75,1.958,214,2026-04-08,4,Carrefour,Sfax
Betterave cuite,2,Fruits et Légumes,3.4,2.421,108,2026-04-08,4,Carrefour,Sfax
Fenouil,2,Fruits et Légumes,3.1,0.719,145,2026-04-05,1,Carrefour,Sfax
Persil frais,2,Fruits et Légumes,1.2,1.2,78,2026-04-09,5,Carrefour,Sfax
Coriandre fraîche,2,Fruits et Légumes,1.3,0.426,111,2026-04-06,2,Carrefour,Sfax
Aneth,2,Fruits et Légumes,1.5,1.5,106,2026-04-09,5,Carrefour,Sfax
Roquette,2,Fruits et Légumes,2.2,1.566,108,2026-04-08,4,Carrefour,Sfax
Laitue iceberg,2,Fruits et Légumes,2.8,2.8,221,2026-04-09,5,Carrefour,Sfax
Laitue romaine,2,Fruits et Légumes,2.6,0.853,152,2026-04-06,2,Carrefour,Sfax
Salade verte,2,Fruits et Légumes,2.4,1.171,250,2026-04-07,3,Carrefour,Sfax
Chicorée,2,Fruits et Légumes,2.9,1.415,112,2026-04-07,3,Carrefour,Sfax
Endive,2,Fruits et Légumes,3.7,3.7,211,2026-04-10,6,Carrefour,Sfax
Haricots verts frais,2,Fruits et Légumes,6.2,3.026,93,2026-04-07,3,Carrefour,Sfax
Haricots verts plats,2,Fruits et Légumes,6.5,6.5,212,2026-04-10,6,Carrefour,Sfax
Fèves fraîches,2,Fruits et Légumes,5.9,2.879,161,2026-04-07,3,Carrefour,Sfax
Fèves sèches,2,Fruits et Légumes,4.2,2.99,89,2026-04-08,4,Carrefour,Sfax
Pois cassés,2,Fruits et Légumes,3.9,1.279,104,2026-04-06,2,Carrefour,Sfax
Lentilles,2,Fruits et Légumes,4.8,2.342,136,2026-04-07,3,Carrefour,Sfax
Pois chiches,2,Fruits et Légumes,4.5,2.196,187,2026-04-07,3,Carrefour,Sfax
Champignons frais,2,Fruits et Légumes,7.5,7.5,159,2026-04-10,6,Carrefour,Sfax
Champignons de Paris,2,Fruits et Légumes,6.8,1.578,78,2026-04-05,1,Carrefour,Sfax
Champignons bio,2,Fruits et Légumes,9.2,9.2,121,2026-04-11,7,Carrefour,Sfax
Maïs frais,2,Fruits et Légumes,3.9,1.279,153,2026-04-06,2,Carrefour,Sfax
Maïs doux,2,Fruits et Légumes,4.3,4.3,90,2026-04-11,7,Carrefour,Sfax
Patate douce rouge,2,Fruits et Légumes,5.8,1.346,77,2026-04-05,1,Carrefour,Sfax
Patate douce blanche,2,Fruits et Légumes,5.6,1.299,193,2026-04-05,1,Carrefour,Sfax
Gingembre frais,2,Fruits et Légumes,12.5,12.5,87,2026-04-09,5,Carrefour,Sfax
Curcuma frais,2,Fruits et Légumes,13.2,13.2,141,2026-04-09,5,Carrefour,Sfax
Citron jaune,2,Fruits et Légumes,3.2,3.2,91,2026-04-11,7,Carrefour,Sfax
Citron vert,2,Fruits et Légumes,4.1,2.919,87,2026-04-08,4,Carrefour,Sfax
Banane locale,2,Fruits et Légumes,4.8,2.342,238,2026-04-07,3,Carrefour,Sfax
Banane importée,2,Fruits et Légumes,5.6,3.987,240,2026-04-08,4,Carrefour,Sfax
Pomme golden,2,Fruits et Légumes,6.5,3.172,58,2026-04-07,3,Carrefour,Sfax
Pomme granny smith,2,Fruits et Légumes,7.2,5.126,100,2026-04-08,4,Carrefour,Sfax
Poire locale,2,Fruits et Légumes,7.8,7.8,38,2026-04-11,7,Carrefour,Sfax
Poire importée,2,Fruits et Légumes,8.5,8.5,249,2026-04-10,6,Carrefour,Sfax
Raisin blanc,2,Fruits et Légumes,9.2,3.018,186,2026-04-06,2,Carrefour,Sfax
Raisin noir,2,Fruits et Légumes,9.8,9.8,174,2026-04-11,7,Carrefour,Sfax
Grenade,2,Fruits et Légumes,4.9,4.9,160,2026-04-09,5,Carrefour,Sfax
Figue fraîche,2,Fruits et Légumes,7.5,2.46,93,2026-04-06,2,Carrefour,Sfax
Figue sèche,2,Fruits et Légumes,10.2,3.346,65,2026-04-06,2,Carrefour,Sfax
Abricot,2,Fruits et Légumes,6.8,6.8,243,2026-04-10,6,Carrefour,Sfax
Pêche jaune,2,Fruits et Légumes,7.1,5.055,199,2026-04-08,4,Carrefour,Sfax
Pêche blanche,2,Fruits et Légumes,7.3,7.3,199,2026-04-09,5,Carrefour,Sfax
Nectarine,2,Fruits et Légumes,7.6,3.709,42,2026-04-07,3,Carrefour,Sfax
Prune rouge,2,Fruits et Légumes,6.9,3.367,83,2026-04-07,3,Carrefour,Sfax
Prune noire,2,Fruits et Légumes,7.2,7.2,86,2026-04-09,5,Carrefour,Sfax
Kiwi importé,2,Fruits et Légumes,8.4,2.755,216,2026-04-06,2,Carrefour,Sfax
Mangue,2,Fruits et Légumes,12.5,12.5,123,2026-04-10,6,Carrefour,Sfax
Ananas,2,Fruits et Légumes,9.8,3.214,233,2026-04-06,2,Carrefour,Sfax
Papaye,2,Fruits et Légumes,11.2,5.466,73,2026-04-07,3,Carrefour,Sfax
Melon jaune,2,Fruits et Légumes,5.9,1.369,236,2026-04-05,1,Carrefour,Sfax
